path, a, b, c, d
example_dataset/train/images/256.jpg,3.1736448407173157,724.1543054580688,1251.635456085205,474.8645067214966
example_dataset/train/images/243.jpg,1203.6683082580566,595.6170558929443,395.6097364425659,186.08495593070984
example_dataset/train/images/257.jpg,0.0,671.3813066482544,1596.544075012207,527.4076581001282
example_dataset/train/images/451.jpg,2318.928909301758,1688.8393878936768,713.33327293396,709.9401712417603
example_dataset/train/images/445.jpg,0.024982428178191185,905.8585510253906,502.412109375,628.6418609619141
example_dataset/train/images/492.jpg,205.1488800048828,798.9206260442734,617.1270751953125,329.44103479385376
example_dataset/train/images/135.jpg,1644.269775390625,995.8347473144531,402.672607421875,539.2313232421875
example_dataset/train/images/109.jpg,991.2950134277344,851.0460376739502,455.2748394012451,222.77917385101318
example_dataset/train/images/447.jpg,1429.448962211609,1421.9441413879395,942.3408150672913,667.0356273651123
example_dataset/train/images/282.jpg,371.6130118072033,711.3718461990356,1267.456175327301,416.98362588882446
example_dataset/train/images/241.jpg,925.914478302002,670.7322835922241,546.6035842895508,161.73309087753296
example_dataset/train/images/255.jpg,222.83155918121338,683.4860801696777,828.5221099853516,211.5407645702362
example_dataset/train/images/268.jpg,433.9537658691406,724.8792994022369,946.7755126953125,639.4179506599903
example_dataset/train/images/308.jpg,8.716049138456583,579.5323252677917,1425.2115190029144,420.4035699367523
example_dataset/train/images/23.jpg,3248.997116088867,1403.0124846696854,350.22925436496735,990.9875153303146
example_dataset/train/images/287.jpg,1164.1283869743347,1400.5149364471436,1176.13867521286,999.3571758270264
example_dataset/train/images/293.jpg,0.0,1727.4639129638672,2058.158755302429,672.5361585617065
example_dataset/train/images/278.jpg,597.6216234564781,714.6350074410439,547.0831661224365,261.78948636353016
example_dataset/train/images/245.jpg,1.1880519799888134,669.6332931518555,607.7911853790283,365.00219106674194
example_dataset/train/images/127.jpg,2.644505739212036,929.07421875,1125.5853271484375,606.92578125
example_dataset/train/images/30.jpg,7.686791568994522,715.6623601913452,1514.978313446045,481.0664176940918
example_dataset/train/images/455.jpg,2436.582612991333,1575.111722946167,1159.991991519928,824.8868465423584
example_dataset/train/images/284.jpg,1325.9160302877426,699.4740056991577,708.9131876826286,337.37499952316284
example_dataset/train/images/483.jpg,991.6820883750916,1509.0014067292213,895.4026401042938,844.3481419980526
example_dataset/train/images/130.jpg,1042.2542724609375,862.0213623046875,1004.4669189453125,582.503173828125
example_dataset/train/images/31.jpg,0.07816161378286779,765.7187461853027,1014.6726608276367,433.1978917121887
example_dataset/train/images/95.jpg,256.49458304047585,851.9232643246651,308.1091808974743,280.14788031578064
example_dataset/train/images/143.jpg,682.894775390625,818.1151428222656,1230.01220703125,537.5694580078125
example_dataset/train/images/157.jpg,484.85930263996124,551.8632817268372,100.9201928973198,71.4943201765418
example_dataset/train/images/382.jpg,46.48437537252903,1002.0637512207031,2953.5157084465027,997.7554678916931
example_dataset/train/images/234.jpg,1068.8343505859375,829.5536499023438,832.07666015625,402.5104522705078
example_dataset/train/images/368.jpg,286.90303802490234,884.9181747436523,1556.3354873657227,555.0817823410034
example_dataset/train/images/156.jpg,1334.0004980564117,860.5878112316132,165.99438339471817,137.3273327946663
example_dataset/train/images/94.jpg,543.8077340126038,805.0026052594185,1480.743849992752,550.9590640068054
example_dataset/train/images/96.jpg,1204.6471772193909,737.4421311020851,663.4382029175758,273.87091939151287
example_dataset/train/images/168.jpg,2.6594717502593994,1321.2924499511719,629.2642822265625,214.13317108154297
example_dataset/train/images/154.jpg,329.18737828731537,531.811773777008,453.6351263523102,245.4342097043991
example_dataset/train/images/140.jpg,0.0,1112.6939392089844,287.96966552734375,421.28929138183594
example_dataset/train/images/381.jpg,911.560446023941,1170.3764200210571,1672.2509264945984,821.3323950767517
example_dataset/train/images/418.jpg,1113.9255793094635,709.268684387207,658.2900627851486,251.77576661109924
example_dataset/train/images/430.jpg,2287.5275373458862,1312.3725191950798,1307.2341084480286,1085.2758532464504
example_dataset/train/images/236.jpg,2.4506208896636963,898.6877746582031,1326.959716796875,635.9351348876953
example_dataset/train/images/155.jpg,225.60178488492966,583.791196346283,447.4768191576004,153.39581668376923
example_dataset/train/images/390.jpg,460.23699951171875,866.0505065917969,1041.878662109375,636.6022796630859
example_dataset/train/images/435.jpg,706.359619140625,802.6427307128906,90.0164794921875,155.94318008422852
example_dataset/train/images/408.jpg,1.9413074254989624,1011.2955322265625,730.0044555664062,521.8863372802734
example_dataset/train/images/346.jpg,1515.5405759811401,1278.6995548009872,422.1318483352661,302.1006916165352
example_dataset/train/images/420.jpg,781.3514004647732,784.1431903839111,407.4207193404436,239.6726155281067
example_dataset/train/images/385.jpg,1148.7799286842346,1276.4147520065308,1366.6107058525085,705.8603763580322
example_dataset/train/images/391.jpg,744.1560668945312,907.1498107910156,678.0054321289062,605.2232666015625
example_dataset/train/images/146.jpg,1548.604248046875,799.3647766113281,356.7352294921875,278.68359375
example_dataset/train/images/152.jpg,469.6979820728302,624.0789890289307,934.8967373371124,375.53295493125916
example_dataset/train/images/393.jpg,417.4441223144531,1003.6489562988281,1020.9503173828125,532.3076019287109
example_dataset/train/images/436.jpg,265.9205017089844,797.1054382324219,611.6285400390625,267.05108642578125
example_dataset/train/images/378.jpg,6.754074012860656,1167.9325103759766,1625.0824928283691,829.7359347343445
example_dataset/train/images/230.jpg,366.91796875,920.2876281738281,565.0977172851562,255.29656219482422
example_dataset/train/images/218.jpg,753.9399931430817,739.136383831501,654.3678409457207,222.15026235580444
example_dataset/train/images/219.jpg,1465.3852338790894,799.1019439697266,562.5578904747963,560.8980560302734
example_dataset/train/images/437.jpg,25.481197357177734,781.0435180664062,584.2740478515625,149.0328369140625
example_dataset/train/images/423.jpg,853.2091277837753,718.9421646595001,136.89685145020485,97.54516714811325
example_dataset/train/images/392.jpg,1239.45947265625,857.5460815429688,278.4464111328125,287.99761962890625
example_dataset/train/images/386.jpg,640.4389038085938,860.1387634277344,1048.43994140625,594.39697265625
example_dataset/train/images/153.jpg,1010.6416940689087,574.1478204727173,203.88123393058777,158.7197333574295
example_dataset/train/images/147.jpg,1399.4603271484375,845.1321716308594,648.5396728515625,688.7624359130859
